sample_id,neighbor_id,dx,dy,velocity
1.0,0,0.0774798018620153,0.9260414855862962,0.5776959837290566
4.0,0,0.6173336179502762,-0.5165749694590174,0.0493036695035861
4.0,1,-0.4171569772910424,-1.4464491713826808,0.1352574922122222
4.0,2,1.677379611242452,-0.4466393436075858,0.1087274613581328
4.0,3,-0.8454167741256529,1.711951910902726,0.067905863364012
5.0,0,0.8478786801768419,-1.7058764807385816,0.0214513357791723
5.0,1,1.4974843759745546,-2.221803164817595,0.1109788788955101
5.0,2,0.4920049373068282,-3.111306493507908,0.0997058274572403
5.0,3,2.529939404411216,-2.115895666750438,0.0677734509825306
6.0,0,0.1712549855931227,1.6240725680755177,0.0508692207575605
6.0,1,1.9556154932299357,1.1108978724522574,0.0624898460306703
6.0,2,-0.6085739169555489,3.319273145520233,0.1042633048154495
7.0,0,-1.8721606813612768,0.6471117937853288,0.0963268944935006
7.0,1,-1.9293035422063367,-1.066504360710094,0.663915127869366
7.0,2,-2.9576324313756057,0.5043175318590188,4.213130681192886
7.0,3,-2.6087534086456814,2.2034359834687294,0.0770080376638032
9.0,0,2.7104574564857176,-0.9050054559155029,0.1031410483946318
9.0,1,3.491980773772431,-2.6034937480745315,0.0523939642162313
11.0,0,1.1995780775824447,4.103590260698102,6.001060727488093
11.0,1,2.49501430305851,4.196142573284334,5.929083746353241
11.0,2,-4.398813598346778,-2.2648169248398693,6.087727072473093
13.0,0,-1.0830956395054665,-0.6792399187670952,1.1299957549371484
13.0,1,-0.1960449081129796,3.735040076343645,2.8211605391532597
16.0,0,1.7358973599173977,-3.867553892169866,5.5828495349471865
17.0,0,-0.615527902735278,0.5109099129136725,0.0349823118944564
17.0,1,1.06391853857468,0.0766173700200734,0.1187939670084386
17.0,2,-1.0268541578813757,-0.9201808666532838,0.1872685158696882
17.0,3,-1.4686343539114133,2.2247123888960907,0.0471840403399611
17.0,4,3.1430568899508726,-3.780087690020861,5.058774613262721
17.0,5,3.2006904623975854,-3.784695567919108,5.161933115457944
19.0,0,-3.6794517354478895,1.653936930377938,4.971470131397486
20.0,0,-0.1549415172730146,1.843835297517277,0.0788078972098838
21.0,0,-1.697968790198275,0.8722865137461784,0.0656182712742136
22.0,0,-0.0134461224708104,0.4221633782657399,2.365470790987567
23.0,0,0.7744728375469077,-0.2429236437128734,4.269988794841485
24.0,0,2.0433305752722184,-1.8853200400225865,4.579095461886658
28.0,0,-0.2572164526631511,-0.2971079611964349,0.2739079264154435
29.0,0,-1.4889350081370747,3.40118518526317,7.301136033419821
29.0,1,1.1574104870563948,3.740779764406616,6.028887736321985
30.0,0,-1.4232776806729106,-1.6466515884272823,0.1431925438934214
31.0,0,2.7532612516496107,2.292991477286049,6.250865863198712
31.0,1,3.873226904341861,-1.4102299588305878,5.291913448021716
33.0,0,-0.4515622754334913,1.0432093894197616,4.157682184166953
33.0,1,-2.2634767106155778,1.5846895985316516,0.4497423683559174
33.0,2,-0.4776012038335446,-2.729709853003156,2.1085036574039
33.0,3,-3.620967332308588,1.0722712722839602,0.1105967942859566
34.0,0,0.3380275996857167,2.713725780863787,0.6372691556125027
34.0,1,-0.1261150635898131,3.5076160176631324,2.125651513993295
34.0,2,-1.7352811337186551,4.5413879797562,0.1624619980939309
35.0,0,-1.3086622719003964,-0.4917004468668553,0.1423382007125885
35.0,1,1.5284581483251556,-1.2830530429931757,0.1637879537855622
35.0,2,2.0667223174278626,-1.8424749564575031,0.2316952811023248
35.0,3,1.7285625769684785,-4.59481869535861,0.130067149322012
36.0,0,0.521510151902203,-0.597379191508373,0.1472682500003627
36.0,1,-1.5306850406581949,1.26161727837542,0.1067218202545878
36.0,2,-2.8751142902522653,0.8209086494060787,0.2493058022273279
36.0,3,0.1457789401926092,-3.2877495305608626,0.157498576192293
37.0,0,0.0259836712298024,4.382173789298882,0.2712601293983309
