sample_id,src_info,archive,scene_path,target_type,target_id,other_type,other_id,target_class_name,other_class_name,ts,ax,ay,az,bx,by,bz,avx,avy,bvx,bvy,theta_a,theta_b,rel_x_local,rel_y_local,rel_vx_local,rel_vy_local,dist_xy,theta_local,heading_diff,closing_speed,interaction_zone,motion_relation,direction_relation
0000,20230322_081506/000,imptc_set_01.tar.gz,0000_20230322_081506,vrus,000,vrus,003,person,person,1679472925680035,-2.2513046743924043,2.0718685559867476,1.793431630397656,-2.9567014574814263,1.3603724748451966,1.8118159655862636,0.04617094369532837,-0.07066816103033502,1.0215288475786288,-1.0452076379552504,-0.9920706861080575,-0.7968547542878609,0.2098142203864864,-0.9796883626928188,1.3493251674160023,0.2834992510228038,1.0019038352417486,-1.3598191311392103,0.1952159318201966,-0.005356493109728078,right_side,stable,same_direction
0000,20230322_081506/000,imptc_set_01.tar.gz,0000_20230322_081506,vrus,000,vrus,001,person,scooter,1679472980520035,4.592085172354656,6.528388156254034,1.7975322815710997,3.010917057126292,7.715595761204641,1.8870099351450051,0.9636809479417918,1.3102316739337039,-1.666833832469894,-2.1641443424201157,0.9366372377379176,-2.2271034494686868,0.019536492780000136,1.9771628236736671,-4.35743468190797,0.060495503011141594,1.9772593420862554,1.5609155740495617,3.119444619972982,-0.017438515836909918,left_side,stable,opposite_direction
0001,20230322_081506/002,imptc_set_01.tar.gz,0000_20230322_081506,vrus,002,vrus,001,person,scooter,1679472926160035,10.118743599664267,16.059575189971433,1.7062108805425227,10.429450023066094,16.906859273149404,1.811606630384053,-1.1362222745605832,0.5765311922574679,0.0338643452553411,0.1400173090962742,2.672034178593359,1.3334950178797438,0.10631167449274087,-0.8961733242048886,-1.2409652924642758,-0.14018634371355115,0.902457089921671,-1.452719675079355,-1.338539160713615,0.006978544072267723,right_side,stable,crossing_direction
0002,20230322_081506/003,imptc_set_01.tar.gz,0000_20230322_081506,vrus,003,vrus,000,person,person,1679472925680035,-2.9567014574814263,1.3603724748451966,1.8118159655862636,-2.2513046743924043,2.0718685559867476,1.793431630397656,1.0215288475786288,-1.0452076379552504,0.04617094369532837,-0.07066816103033502,-0.7968547542878609,-0.9920706861080575,-0.015790616888654796,1.0017793926261416,-1.378688546413732,-0.01637451496392961,1.0019038352417486,1.5865575906303864,-0.1952159318201966,-0.005356493109728078,left_side,stable,same_direction
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,vrus,000,vrus,001,person,person,1679474137120035,-1.8515262193028896,1.1415378977445527,1.629902602685518,-2.587840067062664,2.697752553834842,1.700429647850337,0.009637599059089674,-0.018099887178937846,0.00604124403674744,-0.020023809190911068,-1.0815134472319454,-1.277777846710835,-1.7196865634408893,0.08148780125813204,7.92669918425054e-06,-0.004078625077439866,1.721616141372118,3.0942428079141,-0.19626439947888952,0.00020096792745024727,rear,stable,same_direction
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,vrus,000,vrus,003,person,person,1679474130760035,-1.7465773274004066,0.998832594042261,1.6267199687551692,-0.10771681018564362,0.5654716463082525,1.8079888850874697,0.018620781707884282,0.008833126972537797,0.017786652755113867,0.00212439196832781,0.4429336067763041,0.1188742982431895,1.2949726266232882,-1.0939430525410088,-0.003628942940261633,-0.0057038293805905076,1.6951889292661035,-0.7014449878246044,-0.3240593085331146,-0.0009086201106955436,front,stable,same_direction
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,vrus,000,vrus,002,person,person,1679474133040035,-1.758041697554281,0.9943452366893532,1.6281124455882716,-1.4820370763656465,-0.16412585125562557,1.7972270152387637,0.015047679258287094,-0.002090211426966637,-0.2859713319193963,-0.06593917807289768,-0.13802271257743684,-2.9149737801824815,0.43276794146811637,-1.109479932833106,-0.28937165972283796,-0.10465743251863945,1.1908962223980326,-1.198884890426414,-2.7769510676050446,0.007654282652643084,right_side,stable,opposite_direction
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,vrus,000,vrus,008,person,scooter,1679474117480035,-1.802814601202517,0.988130739247559,1.637987149779447,-1.8349945535538177,0.17165570728787435,1.821048512609142,0.013867557821556353,0.019763541752661207,-0.6899754397272861,0.06324670253845498,0.9589479448048942,3.0501829552416226,-0.6868400208973218,-0.44262604175609305,-0.3686796166637088,0.6011331722065951,0.8171089444785805,-2.5691371541277066,2.0912350104367285,0.01573019247338275,rear,stable,crossing_direction
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,vrus,000,vrus,013,person,person,1679474131360035,-1.7442969254321632,1.004374060993884,1.6330162382512998,-1.1357912224717606,0.4956810642325893,1.9395491743969502,-0.010729194960304445,0.0037878846579852965,-0.007424125509714052,0.007328633041017718,2.8022080486391836,2.3626672549134873,-0.7431437527233169,0.27710127801514384,-0.001937807906570467,-0.004439063381210677,0.7931253088190544,2.7846844647473943,-0.4395407937256963,-0.0002647749369323136,rear,stable,same_direction
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,vrus,000,vrus,005,person,person,1679474136200035,-1.796383950762196,1.065803182256726,1.6328242343678865,-2.0676674102896344,0.38491537945341964,1.8005298137930328,-0.09319970081475559,0.13908671323201727,-0.8943502935042535,0.46364687353325357,2.1611606478868133,2.6633198123519723,-0.4146256653451603,0.6043909935270153,0.7155959010581676,0.4848753202734155,0.7329412769243451,2.17207951723582,0.5021591644651591,0.0049801398183631496,left_side,stable,same_direction
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,vrus,000,vrus,010,person,person,1679474115520035,-1.8027478524492386,1.0053504485056193,1.638535850104893,-1.9010413858182977,-0.5890123829510274,1.6577930499040212,-0.0033347752125240104,-0.02469708931945036,-0.2977551780245058,-0.005110960311402457,-1.7050116243919264,-3.1244293636824825,1.5931770754563874,0.11593646222333207,0.01998720720628522,-0.294393446920244,1.597389888860146,0.07264255948325454,-1.419417739290556,0.0014321953770770127,front,stable,crossing_direction
0004,20230322_083454/000,imptc_set_01.tar.gz,0001_20230322_083454,vrus,000,vrus,004,person,person,1679474151080035,4.533115369653901,8.329518613172537,1.6377849612837285,3.6510600671263105,9.075815751123695,1.695518591152315,0.9982341799185113,1.1837269204069356,-1.040119016329305,-1.3360213484967076,0.870206189688003,-2.232301639918162,0.0018820570783446566,1.1554122349587108,-3.240314479950462,-0.06616012635992607,1.1554137678040404,1.5691674229657449,-3.1025078296061652,0.07143819691763054,left_side,stable,opposite_direction
0005,20230322_083454/001,imptc_set_01.tar.gz,0001_20230322_083454,vrus,001,vrus,000,person,person,1679474137120035,-2.587840067062664,2.697752553834842,1.700429647850337,-1.8515262193028896,1.1415378977445527,1.629902602685518,0.00604124403674744,-0.020023809190911068,0.009637599059089674,-0.018099887178937846,-1.277777846710835,-1.0815134472319454,1.7025625033117047,0.25542721184322303,-0.0008031342111451845,0.003998777412381129,1.721616141372118,0.14891455380319624,0.19626439947888952,0.00020096792745024727,front,stable,same_direction
