sample_id,scene_path,archive,moment_mode,timestamp,target_type,target_id,target_class_name,target_x,target_y,target_z,target_velocity,other_type,other_id,other_class_name,other_x,other_y,other_z,other_velocity,distance,other_member_path
0000,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472951040035,vrus,000,person,-1.901631279433268,2.0528477156764997,1.7845384020407358,1.291396273700507,vehicles,1056,car,-6.488545640776316,18.40134588422853,0.7189648662203179,0.012041884917705917,16.979787,0000_20230322_081506/vehicles/1056/track.json
0000,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472951040035,vrus,000,person,-1.901631279433268,2.0528477156764997,1.7845384020407358,1.291396273700507,vrus,001,scooter,10.453678932942168,16.564558628144887,1.7852720911565325,0.04812128553137186,19.058947,0000_20230322_081506/vrus/001/track.json
0000,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472951040035,vrus,000,person,-1.901631279433268,2.0528477156764997,1.7845384020407358,1.291396273700507,vehicles,1055,car,-9.984081757507807,21.398166822345758,0.37369699399262507,0.13129312470765767,20.965862,0000_20230322_081506/vehicles/1055/track.json
0000,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472951040035,vrus,000,person,-1.901631279433268,2.0528477156764997,1.7845384020407358,1.291396273700507,vehicles,1057,car,33.7133620568414,5.038482675300492,0.6094375285659276,0.19531950577256954,35.739918,0000_20230322_081506/vehicles/1057/track.json
0001,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472925960035,vrus,002,person,10.348255154855023,15.950742274608874,1.7037273427685382,4.5468716066243795,vrus,001,scooter,10.425734956717038,16.87678376019517,1.8134626782720933,0.5776959837290566,0.929277,0000_20230322_081506/vrus/001/track.json
0001,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472925960035,vrus,002,person,10.348255154855023,15.950742274608874,1.7037273427685382,4.5468716066243795,vehicles,1012,car,6.879640660289119,11.14193708274943,0.7795723089875328,24.645728196970282,5.929241,0000_20230322_081506/vehicles/1012/track.json
0001,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472925960035,vrus,002,person,10.348255154855023,15.950742274608874,1.7037273427685382,4.5468716066243795,vehicles,1010,car,2.9851428244957225,18.16544918732892,0.7877833594847774,24.323873358294474,7.688976,0000_20230322_081506/vehicles/1010/track.json
0001,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472925960035,vrus,002,person,10.348255154855023,15.950742274608874,1.7037273427685382,4.5468716066243795,vehicles,1015,car,19.102023331701943,4.8377478922340105,0.7082224160662449,21.61758049719719,14.146629,0000_20230322_081506/vehicles/1015/track.json
0001,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472925960035,vrus,002,person,10.348255154855023,15.950742274608874,1.7037273427685382,4.5468716066243795,vehicles,1053,car,-3.29651927788585,11.580611344204687,1.560603514017791,4.46815311008903,14.327523,0000_20230322_081506/vehicles/1053/track.json
0001,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472925960035,vrus,002,person,10.348255154855023,15.950742274608874,1.7037273427685382,4.5468716066243795,vehicles,1020,car,-4.956604730610718,21.271941620492868,1.1335735190029004,25.428587568427773,16.203515,0000_20230322_081506/vehicles/1020/track.json
0001,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472925960035,vrus,002,person,10.348255154855023,15.950742274608874,1.7037273427685382,4.5468716066243795,vehicles,1006,car,7.300246870075425,-1.0265627966388358,0.8180205083067313,25.703972073499138,17.248746,0000_20230322_081506/vehicles/1006/track.json
0001,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472925960035,vrus,002,person,10.348255154855023,15.950742274608874,1.7037273427685382,4.5468716066243795,vehicles,1056,car,-6.7361404548715695,18.60190925803476,0.7182339040807674,2.0184562735870997,17.288877,0000_20230322_081506/vehicles/1056/track.json
0001,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472925960035,vrus,002,person,10.348255154855023,15.950742274608874,1.7037273427685382,4.5468716066243795,vrus,000,person,-2.250529647518461,2.059811902732444,1.7948885134111014,0.1327438802564592,18.753328,0000_20230322_081506/vrus/000/track.json
0001,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472925960035,vrus,002,person,10.348255154855023,15.950742274608874,1.7037273427685382,4.5468716066243795,vrus,003,person,-2.679001446121558,1.062365147957754,1.8077864805941606,5.206434990133442,19.783154,0000_20230322_081506/vrus/003/track.json
0001,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472925960035,vrus,002,person,10.348255154855023,15.950742274608874,1.7037273427685382,4.5468716066243795,vehicles,1054,car,-9.491559330954905,17.07246791677332,0.8643032404580759,3.9596207848666065,19.8715,0000_20230322_081506/vehicles/1054/track.json
0001,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472925960035,vrus,002,person,10.348255154855023,15.950742274608874,1.7037273427685382,4.5468716066243795,vehicles,1005,car,22.793466611311093,-2.780740247015234,0.5971315735418826,14.112566142230989,22.488925,0000_20230322_081506/vehicles/1005/track.json
0001,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472925960035,vrus,002,person,10.348255154855023,15.950742274608874,1.7037273427685382,4.5468716066243795,vehicles,1057,car,33.682974514133434,5.032992101525182,0.5892776320064682,0.2055989673591286,25.7625,0000_20230322_081506/vehicles/1057/track.json
0002,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472929960035,vrus,003,person,-3.752289794931896,-4.270228318442506,1.7901220564242681,6.061612713283345,vrus,000,person,-2.3239274187279664,2.08663906290294,1.7992852055846655,0.03911321768575358,6.515365,0000_20230322_081506/vrus/000/track.json
0002,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472929960035,vrus,003,person,-3.752289794931896,-4.270228318442506,1.7901220564242681,6.061612713283345,vehicles,1016,car,2.687996068371093,-0.32137059634395954,0.7828628504200988,13.229137608862013,7.554519,0000_20230322_081506/vehicles/1016/track.json
0002,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472929960035,vrus,003,person,-3.752289794931896,-4.270228318442506,1.7901220564242681,6.061612713283345,vehicles,1054,car,0.6989579795782213,8.598347171744937,0.7773350076274483,14.713001895794042,13.616675,0000_20230322_081506/vehicles/1054/track.json
0002,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472929960035,vrus,003,person,-3.752289794931896,-4.270228318442506,1.7901220564242681,6.061612713283345,vehicles,1053,car,9.477591173632588,1.3036387606698308,1.453322071133724,18.767332472360472,14.356105,0000_20230322_081506/vehicles/1053/track.json
0002,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472929960035,vrus,003,person,-3.752289794931896,-4.270228318442506,1.7901220564242681,6.061612713283345,vehicles,1018,car,-5.472059651469927,13.548639435462283,0.39573513834896895,15.684700533673082,17.901666,0000_20230322_081506/vehicles/1018/track.json
0002,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472929960035,vrus,003,person,-3.752289794931896,-4.270228318442506,1.7901220564242681,6.061612713283345,vehicles,1004,car,10.265486045417985,8.60928685086526,0.7049435432974702,31.028299310507986,19.03628,0000_20230322_081506/vehicles/1004/track.json
0002,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472929960035,vrus,003,person,-3.752289794931896,-4.270228318442506,1.7901220564242681,6.061612713283345,vehicles,1044,truck,-13.580602377077787,15.967438115597243,1.8957147798106808,11.830635519596475,22.497975,0000_20230322_081506/vehicles/1044/track.json
0002,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472929960035,vrus,003,person,-3.752289794931896,-4.270228318442506,1.7901220564242681,6.061612713283345,vehicles,1056,car,-6.5899988553766,18.464671252030286,0.7166452888374237,0.06252766959746903,22.911313,0000_20230322_081506/vehicles/1056/track.json
0002,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472929960035,vrus,003,person,-3.752289794931896,-4.270228318442506,1.7901220564242681,6.061612713283345,vehicles,1005,car,-4.820231890766302,20.800070750499312,1.0370436456532117,27.42850014320654,25.093035,0000_20230322_081506/vehicles/1005/track.json
0002,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472929960035,vrus,003,person,-3.752289794931896,-4.270228318442506,1.7901220564242681,6.061612713283345,vrus,001,scooter,10.448220272404656,16.697815216852348,1.8034216819722324,1.0045944198368193,25.324165,0000_20230322_081506/vrus/001/track.json
0002,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472929960035,vrus,003,person,-3.752289794931896,-4.270228318442506,1.7901220564242681,6.061612713283345,vrus,002,person,6.872632559332036,19.500400524792507,1.712271573957246,4.43071047531968,26.037123,0000_20230322_081506/vrus/002/track.json
0002,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472929960035,vrus,003,person,-3.752289794931896,-4.270228318442506,1.7901220564242681,6.061612713283345,vehicles,1002,car,23.985550355708458,1.1309848928943524,0.5560504371457652,24.92595233473909,28.25882,0000_20230322_081506/vehicles/1002/track.json
0002,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472929960035,vrus,003,person,-3.752289794931896,-4.270228318442506,1.7901220564242681,6.061612713283345,vehicles,1015,car,-6.369799412140255,24.334189568547853,0.9352381182876056,22.29188166313246,28.723929,0000_20230322_081506/vehicles/1015/track.json
0002,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472929960035,vrus,003,person,-3.752289794931896,-4.270228318442506,1.7901220564242681,6.061612713283345,vehicles,1021,car,26.91276158959933,-5.893229540025088,0.6053673813902856,25.90916933962532,30.707971,0000_20230322_081506/vehicles/1021/track.json
0002,0000_20230322_081506,imptc_set_01.tar.gz,middle,1679472929960035,vrus,003,person,-3.752289794931896,-4.270228318442506,1.7901220564242681,6.061612713283345,vehicles,1008,car,26.322499365541702,16.10015190351909,1.1790522143941473,19.707443520221368,36.32417,0000_20230322_081506/vehicles/1008/track.json
0004,0001_20230322_083454,imptc_set_01.tar.gz,middle,1679474128520035,vrus,000,person,-1.7604826595645504,1.0008987428887337,1.6251585857575201,0.057949733594498065,vrus,013,person,-1.1431490416142742,0.4843237734297163,1.9406619060451304,0.049303669503586195,0.804954,0001_20230322_083454/vrus/013/track.json
0004,0001_20230322_083454,imptc_set_01.tar.gz,middle,1679474128520035,vrus,000,person,-1.7604826595645504,1.0008987428887337,1.6251585857575201,0.057949733594498065,vrus,008,scooter,-2.177639636855593,-0.4455504284939472,1.8181681757774353,0.13525749221222222,1.505402,0001_20230322_083454/vrus/008/track.json
0004,0001_20230322_083454,imptc_set_01.tar.gz,middle,1679474128520035,vrus,000,person,-1.7604826595645504,1.0008987428887337,1.6251585857575201,0.057949733594498065,vrus,003,person,-0.08310304832209857,0.5542593992811479,1.7944951755491487,0.10872746135813285,1.735825,0001_20230322_083454/vrus/003/track.json
0004,0001_20230322_083454,imptc_set_01.tar.gz,middle,1679474128520035,vrus,000,person,-1.7604826595645504,1.0008987428887337,1.6251585857575201,0.057949733594498065,vrus,001,person,-2.6058994336902033,2.7128506537914596,1.697763839882654,0.067905863364012,1.909322,0001_20230322_083454/vrus/001/track.json
0004,0001_20230322_083454,imptc_set_01.tar.gz,middle,1679474128520035,vrus,000,person,-1.7604826595645504,1.0008987428887337,1.6251585857575201,0.057949733594498065,vrus,002,person,1.6449911652754996,-3.0207236867181626,1.816482316618273,5.053912370318944,5.269791,0001_20230322_083454/vrus/002/track.json
0004,0001_20230322_083454,imptc_set_01.tar.gz,middle,1679474128520035,vrus,000,person,-1.7604826595645504,1.0008987428887337,1.6251585857575201,0.057949733594498065,vrus,005,person,1.7015043688477545,-3.015218385980087,1.8195227645705951,5.088646561988907,5.302316,0001_20230322_083454/vrus/005/track.json
0004,0001_20230322_083454,imptc_set_01.tar.gz,middle,1679474128520035,vrus,000,person,-1.7604826595645504,1.0008987428887337,1.6251585857575201,0.057949733594498065,vehicles,1030,car,0.2067425257586507,12.661976570471685,0.6726713836769692,7.743734444982004,11.825849,0001_20230322_083454/vehicles/1030/track.json
0004,0001_20230322_083454,imptc_set_01.tar.gz,middle,1679474128520035,vrus,000,person,-1.7604826595645504,1.0008987428887337,1.6251585857575201,0.057949733594498065,vrus,015,motorcycle,9.942520146471804,-2.826935333057711,1.6781270241317152,42.523836611951154,12.313106,0001_20230322_083454/vrus/015/track.json
0004,0001_20230322_083454,imptc_set_01.tar.gz,middle,1679474128520035,vrus,000,person,-1.7604826595645504,1.0008987428887337,1.6251585857575201,0.057949733594498065,vehicles,1029,car,-7.673723444713717,11.930510717177397,0.9499162860290251,27.31156450229462,12.426698,0001_20230322_083454/vehicles/1029/track.json
0004,0001_20230322_083454,imptc_set_01.tar.gz,middle,1679474128520035,vrus,000,person,-1.7604826595645504,1.0008987428887337,1.6251585857575201,0.057949733594498065,vehicles,1037,car,-5.368677070173148,17.062928003957804,0.7608785843318371,3.5300881213065507,16.462316,0001_20230322_083454/vehicles/1037/track.json
0004,0001_20230322_083454,imptc_set_01.tar.gz,middle,1679474128520035,vrus,000,person,-1.7604826595645504,1.0008987428887337,1.6251585857575201,0.057949733594498065,vrus,004,person,10.063443759347205,16.938138200665787,1.7012579307500948,0.14172406526600442,19.844416,0001_20230322_083454/vrus/004/track.json
