sample_id,src_info,archive,scene_path,target_type,target_id,other_type,other_id,target_class_name,other_class_name,ts_min_dist,ax,ay,az,bx,by,bz,avx,avy,bvx,bvy,speed_a,speed_b,dx_global,dy_global,dvx_global,dvy_global,dist_xy,theta_global,rel_x_local,rel_y_local,rel_vx_local,rel_vy_local,theta_local,closing_speed,heading_a,heading_b,heading_diff,heading_a_source,heading_b_source,Rga_11,Rga_12,Rga_21,Rga_22,Rba_11,Rba_12,Rba_21,Rba_22
0000,20230322_081506/000,imptc_set_01.tar.gz,0000_20230322_081506,vrus,000,vrus,003,person,person,1679472925680035,-2.2513046743924043,2.0718685559867476,1.793431630397656,-2.9567014574814263,1.3603724748451966,1.8118159655862636,0.04617094369532837,-0.07066816103033502,1.0215288475786288,-1.0452076379552504,0.08441412811328768,1.4614992962281286,-0.705396783089022,-0.7114960811415509,0.9753579038833005,-0.9745394769249154,1.0019038352417486,-2.351889817247268,0.2098142203864864,-0.9796883626928188,1.3493251674160023,0.2834992510228038,-1.3598191311392103,-0.005356493109728078,-0.9920706861080575,-0.7968547542878609,0.1952159318201966,velocity,velocity,0.5469575381192687,-0.8371603499297543,0.8371603499297543,0.5469575381192687,0.9810058063178804,-0.1939783698524285,0.1939783698524285,0.9810058063178804
0000,20230322_081506/000,imptc_set_01.tar.gz,0000_20230322_081506,vrus,000,vrus,001,person,scooter,1679472980520035,4.592085172354656,6.528388156254034,1.7975322815710997,3.010917057126292,7.715595761204641,1.8870099351450051,0.9636809479417918,1.3102316739337039,-1.666833832469894,-2.1641443424201157,1.6264648809012465,2.731639756610536,-1.5811681152283636,1.1872076049506068,-2.6305147804116857,-3.4743760163538195,1.9772593420862554,2.4975528117874792,0.019536492780000136,1.9771628236736671,-4.35743468190797,0.060495503011141594,1.5609155740495617,-0.017438515836909918,0.9366372377379176,-2.2271034494686868,3.119444619972982,velocity,velocity,0.5925003111089635,0.805570221232005,-0.805570221232005,0.5925003111089635,-0.9997547423293309,-0.022146222928825954,0.022146222928825954,-0.9997547423293309
0000,20230322_081506/000,imptc_set_01.tar.gz,0000_20230322_081506,vrus,000,vehicles,1016,person,car,1679472929000035,-2.3128847991098467,2.097026180618032,1.807733550652908,0.321158095462732,4.156223045762807,0.7423287761581405,-0.012203349688250098,-0.013181980667731352,4.162603904072197,-5.6610473107736095,0.017963472880769934,7.026715300694502,2.6340428945725787,2.0591968651447745,4.174807253760448,-5.647865330105878,3.3434224530965806,0.6635213807414356,-3.3004998642094376,0.5340171778359182,1.3084006056470674,6.900397542765577,2.981183908206376,0.18946011412630082,-2.3176625274649405,-0.936765682522591,1.3808968449423495,velocity,velocity,-0.6793424506078608,-0.7338213916220392,0.7338213916220392,-0.6793424506078608,0.18876018477605638,-0.9820232139024562,0.9820232139024562,0.18876018477605638
0000,20230322_081506/000,imptc_set_01.tar.gz,0000_20230322_081506,vrus,000,vehicles,1022,person,car,1679472935800035,-2.249148816354368,2.227313251089953,1.7091880981351335,0.32507920688180997,5.077672243917983,0.7117105010786319,-0.011174574832129025,-0.03327349747559438,4.2107159720183835,-3.6562863170091497,0.03509981135187534,5.576608165270271,2.574228023236178,2.8503589928280304,4.221890546850513,-3.6230128195335554,3.840728616240682,0.8362578578950698,-3.521594893882906,1.5328293143686644,2.090395168236038,5.1556599694612935,2.731059132935481,-0.14091643527251962,-1.894801275040411,-0.7150391560391898,1.1797621190012213,velocity,velocity,-0.31836566641638037,-0.9479679859822556,0.9479679859822556,-0.31836566641638037,0.3811447597887489,-0.9245153714706841,0.9245153714706841,0.3811447597887489
0000,20230322_081506/000,imptc_set_01.tar.gz,0000_20230322_081506,vrus,000,vehicles,1026,person,car,1679472938000035,-2.2784125671669893,2.136792334307364,1.7861447709699232,0.018548596369185516,4.786003465202832,0.774410129456932,0.006104118776856238,-0.03691927029201847,4.824082021841693,-4.042530850745784,0.03742048616649824,6.293951305236454,2.296961163536175,2.649211130895468,4.817977903064836,-4.005611580453766,3.506330019101725,0.8564948087396104,-2.2390414079952494,2.6983409303007937,4.737879813194828,4.1000402539008425,2.2634365351000705,-0.12976455229677564,-1.4069417263604604,-0.6974799865578173,0.7094617398026432,velocity,velocity,0.16312238033724752,-0.9866058427929111,0.9866058427929111,0.16312238033724752,0.7587126222899695,-0.6514254806022544,0.6514254806022544,0.7587126222899695
0000,20230322_081506/000,imptc_set_01.tar.gz,0000_20230322_081506,vrus,000,vehicles,1006,person,car,1679472924720035,-2.481375122287524,2.172370859676394,1.7935428585205235,-0.09315447719465104,5.040960237086757,0.8764156231130302,0.38510191704421715,-0.10007619075794172,5.057418661164711,-4.1011702249177935,0.39789286305204197,6.51130407276832,2.388220645092873,2.8685893774103626,4.672316744120494,-4.001094034159852,3.732613409642015,0.8765253501546425,1.5899527479767166,3.3770479897449897,5.528453986655019,-2.697312318775213,1.1307710418514676,0.08545555102633573,-0.25424569169682504,-0.6813650892094321,-0.427119397512607,velocity,velocity,0.9678532911856932,-0.25151542048355957,0.25151542048355957,0.9678532911856932,0.9101628158470317,0.41425070748207804,-0.41425070748207804,0.9101628158470317
0000,20230322_081506/000,imptc_set_01.tar.gz,0000_20230322_081506,vrus,000,vehicles,1029,person,car,1679472940600035,-2.2929259225722705,2.1402604183577436,1.7843623340507233,-0.10123703088180344,4.79924330468529,1.2526350331426384,-0.009512208223549923,-0.000984098204059869,5.349249568359151,-4.639180958571154,0.009562978331221118,7.080711186806007,2.191688891690467,2.6589828863275464,5.358761776582702,-4.638196860367094,3.445822135244673,0.8814377268075695,-2.4536813291163977,-2.4193259645793384,-4.853008658126437,5.165027091684303,-2.363244509467712,0.1706842062934042,-3.038503070904305,-0.7144284476777715,2.3240746232265335,velocity,velocity,-0.994690973260345,-0.1029070829165215,0.1029070829165215,-0.994690973260345,-0.6840337858745533,-0.7294503271519767,0.7294503271519767,-0.6840337858745533
0000,20230322_081506/000,imptc_set_01.tar.gz,0000_20230322_081506,vrus,000,vehicles,1044,person,truck,1679472933480035,-2.3264259089895862,2.0740134260588743,1.80918617536464,0.1039154535449808,5.157793568187868,1.7487184513686902,0.01967692272706323,0.012696683094531869,5.209156282819571,-4.069242507650894,0.02341766533217581,6.610147030506322,2.430341362534567,3.083780142128994,5.189479360092508,-4.081939190745426,3.926354429166513,0.9033508722422159,3.7140943452333195,1.2734843140539163,2.1473488211949365,-6.243541993602853,0.3303167583527626,-0.0062152618908069,0.5730341138894532,-0.6631540148854503,-1.2361881287749035,velocity,velocity,0.8402597973772897,0.5421839843738249,-0.5421839843738249,0.8402597973772897,0.32839912281963823,0.9445390495534274,-0.9445390495534274,0.32839912281963823
0000,20230322_081506/000,imptc_set_01.tar.gz,0000_20230322_081506,vrus,000,vehicles,1028,person,car,1679472942160035,-2.2945796671791703,2.1429858454360313,1.7849007064486164,0.1361931246385149,5.066053892928643,0.7872114724691439,-0.005476903242623843,-0.003189613434501082,5.956178414257618,-5.187425426567893,0.0063379888758669616,7.898445660930477,2.4307727918176854,2.923068047492612,5.961655317500242,-5.184235813133392,3.801707928775357,0.8770921067108792,-3.57156898555379,-1.3026427588343943,-2.5427152773956867,7.480122599861069,-2.7918599313807655,0.17424918706884407,-2.6142332690879417,-0.7165212585738764,1.8977120105140655,velocity,velocity,-0.8641389800285295,-0.5032532396271807,0.5032532396271807,-0.8641389800285295,-0.32112359790812584,-0.9470372932818116,0.9470372932818116,-0.32112359790812584
0000,20230322_081506/000,imptc_set_01.tar.gz,0000_20230322_081506,vrus,000,vehicles,1032,person,car,1679472943560035,-2.2939668062162286,2.1271649706129865,1.7865325732545874,0.6915160358954606,5.219144337067348,0.6504328875713333,0.005724932176631725,-0.020025519846361695,5.591558347538072,-5.181189709288669,0.020827776970768135,7.623008038665675,2.985482842111689,3.0919793664543618,5.58583341536144,-5.1611641894423075,4.2980744762187175,0.8029195600502503,-2.1522607739078516,3.720378712472748,6.497741624027217,3.95202536959649,2.09526133912846,-0.16709729991668176,-1.2923417790782095,-0.7473233551553013,0.5450184239229081,velocity,velocity,0.27487005380683155,-0.9614813849057243,0.9614813849057243,0.27487005380683155,0.8551177393404652,-0.5184338452158119,0.5184338452158119,0.8551177393404652
