sample_id,scene_path,timestamp,target_type,target_id,target_class_name,target_x,target_y,target_velocity,other_type,other_id,other_class_name,other_x,other_y,other_velocity,relative_velocity,dx,dy,distance,other_member_path
0001,0000_20230322_081506,1679472925960035,vrus,002,person,10.348255154855023,15.950742274608874,4.5468716066243795,vrus,001,scooter,10.425734956717038,16.87678376019517,0.5776959837290566,-3.969176,0.07748,0.926041,0.929277,0000_20230322_081506/vrus/001/track.json
0004,0001_20230322_083454,1679474128520035,vrus,000,person,-1.7604826595645504,1.0008987428887337,0.057949733594498065,vrus,013,person,-1.1431490416142742,0.4843237734297163,0.049303669503586195,-0.008646,0.617334,-0.516575,0.804954,0001_20230322_083454/vrus/013/track.json
0004,0001_20230322_083454,1679474128520035,vrus,000,person,-1.7604826595645504,1.0008987428887337,0.057949733594498065,vrus,008,scooter,-2.177639636855593,-0.4455504284939472,0.13525749221222222,0.077308,-0.417157,-1.446449,1.505402,0001_20230322_083454/vrus/008/track.json
0004,0001_20230322_083454,1679474128520035,vrus,000,person,-1.7604826595645504,1.0008987428887337,0.057949733594498065,vrus,003,person,-0.08310304832209857,0.5542593992811479,0.10872746135813285,0.050778,1.67738,-0.446639,1.735825,0001_20230322_083454/vrus/003/track.json
0004,0001_20230322_083454,1679474128520035,vrus,000,person,-1.7604826595645504,1.0008987428887337,0.057949733594498065,vrus,001,person,-2.6058994336902033,2.7128506537914596,0.067905863364012,0.009956,-0.845417,1.711952,1.909322,0001_20230322_083454/vrus/001/track.json
0005,0001_20230322_083454,1679474127040035,vrus,001,person,-2.603696671906863,2.6996829826716424,0.061103527841035336,vrus,000,person,-1.755817991730021,0.9938065019330609,0.021451335779172336,-0.039652,0.847879,-1.705876,1.904971,0001_20230322_083454/vrus/000/track.json
0005,0001_20230322_083454,1679474127040035,vrus,001,person,-2.603696671906863,2.6996829826716424,0.061103527841035336,vrus,013,person,-1.1062122959323082,0.4778798178540474,0.1109788788955101,0.049875,1.497484,-2.221803,2.679341,0001_20230322_083454/vrus/013/track.json
0005,0001_20230322_083454,1679474127040035,vrus,001,person,-2.603696671906863,2.6996829826716424,0.061103527841035336,vrus,008,scooter,-2.1116917346000346,-0.4116235108362658,0.09970582745724034,0.038602,0.492005,-3.111306,3.149968,0001_20230322_083454/vrus/008/track.json
0005,0001_20230322_083454,1679474127040035,vrus,001,person,-2.603696671906863,2.6996829826716424,0.061103527841035336,vrus,003,person,-0.07375726749564704,0.5837873159212044,0.06777345098253063,0.00667,2.529939,-2.115896,3.298122,0001_20230322_083454/vrus/003/track.json
0006,0001_20230322_083454,1679474140080035,vrus,002,person,-1.9463365027705006,-0.5989755061973071,0.034495737401616176,vrus,000,person,-1.775081517177378,1.0250970618782107,0.050869220757560535,0.016373,0.171255,1.624073,1.633077,0001_20230322_083454/vrus/000/track.json
0006,0001_20230322_083454,1679474140080035,vrus,002,person,-1.9463365027705006,-0.5989755061973071,0.034495737401616176,vrus,003,person,0.009278990459434736,0.5119223662549502,0.062489846030670315,0.027994,1.955615,1.110898,2.249117,0001_20230322_083454/vrus/003/track.json
0006,0001_20230322_083454,1679474140080035,vrus,002,person,-1.9463365027705006,-0.5989755061973071,0.034495737401616176,vrus,001,person,-2.5549104197260495,2.720297639322926,0.10426330481544954,0.069768,-0.608574,3.319273,3.374602,0001_20230322_083454/vrus/001/track.json
0007,0001_20230322_083454,1679474137160035,vrus,003,person,0.021173428094689483,0.49350141201468234,0.07495643354027762,vrus,000,person,-1.850987253266587,1.1406132058000111,0.09632689449350068,0.02137,-1.872161,0.647112,1.980843,0001_20230322_083454/vrus/000/track.json
0007,0001_20230322_083454,1679474137160035,vrus,003,person,0.021173428094689483,0.49350141201468234,0.07495643354027762,vrus,002,person,-1.9081301141116476,-0.5730029486954117,0.663915127869366,0.588959,-1.929304,-1.066504,2.20446,0001_20230322_083454/vrus/002/track.json
0007,0001_20230322_083454,1679474137160035,vrus,003,person,0.021173428094689483,0.49350141201468234,0.07495643354027762,vrus,005,person,-2.936459003280916,0.9978189438737012,4.213130681192886,4.138174,-2.957632,0.504318,3.000321,0001_20230322_083454/vrus/005/track.json
0007,0001_20230322_083454,1679474137160035,vrus,003,person,0.021173428094689483,0.49350141201468234,0.07495643354027762,vrus,001,person,-2.587579980550992,2.6969373954834115,0.07700803766380322,0.002052,-2.608753,2.203436,3.41478,0001_20230322_083454/vrus/001/track.json
0009,0001_20230322_083454,1679474140240035,vrus,005,person,-5.269199914256276,3.6279382121176766,3.9859389700935353,vrus,001,person,-2.558742457770559,2.722932756202174,0.10314104839463185,-3.882798,2.710457,-0.905005,2.857554,0001_20230322_083454/vrus/001/track.json
0009,0001_20230322_083454,1679474140240035,vrus,005,person,-5.269199914256276,3.6279382121176766,3.9859389700935353,vrus,000,person,-1.7772191404838453,1.0244444640431454,0.05239396421623138,-3.933545,3.491981,-2.603494,4.355698,0001_20230322_083454/vrus/000/track.json
0011,0001_20230322_083454,1679474151920035,vrus,007,person,1.6366879302674695,3.810689369418244,6.478549678839623,vrus,004,person,2.8362660078499142,7.914279630116345,6.001060727488093,-0.477489,1.199578,4.10359,4.275329,0001_20230322_083454/vrus/004/track.json
0011,0001_20230322_083454,1679474151920035,vrus,007,person,1.6366879302674695,3.810689369418244,6.478549678839623,vrus,002,person,4.13170223332598,8.006831942702577,5.929083746353241,-0.549466,2.495014,4.196143,4.881876,0001_20230322_083454/vrus/002/track.json
0011,0001_20230322_083454,1679474151920035,vrus,007,person,1.6366879302674695,3.810689369418244,6.478549678839623,vrus,009,person,-2.7621256680793085,1.5458724445783745,6.087727072473093,-0.390823,-4.398814,-2.264817,4.947621,0001_20230322_083454/vrus/009/track.json
0013,0001_20230322_083454,1679474158480035,vrus,009,person,0.1819055920960484,-4.287235025597055,1.8440456387049493,vrus,014,person,-0.9011900474094179,-4.96647494436415,1.1299957549371484,-0.71405,-1.083096,-0.67924,1.278461,0001_20230322_083454/vrus/014/track.json
0013,0001_20230322_083454,1679474158480035,vrus,009,person,0.1819055920960484,-4.287235025597055,1.8440456387049493,vrus,004,person,-0.014139316016931282,-0.5521949492534107,2.8211605391532593,0.977115,-0.196045,3.73504,3.740182,0001_20230322_083454/vrus/004/track.json
0016,0001_20230322_083454,1679474109240035,vrus,012,person,-1.7453277438825567,28.26410051910709,4.505657806152469,vrus,011,person,-0.00943038396515916,24.396546626937223,5.5828495349471865,1.077192,1.735897,-3.867554,4.239259,0001_20230322_083454/vrus/011/track.json
0017,0001_20230322_083454,1679474128200035,vrus,013,person,-1.1425997732535715,0.48652999488658455,0.05443316436745776,vrus,000,person,-1.7581276759888496,0.997439907800257,0.03498231189445647,-0.019451,-0.615528,0.51091,0.79994,0001_20230322_083454/vrus/000/track.json
0017,0001_20230322_083454,1679474128200035,vrus,013,person,-1.1425997732535715,0.48652999488658455,0.05443316436745776,vrus,003,person,-0.07868123467889165,0.563147364906658,0.11879396700843868,0.064361,1.063919,0.076617,1.066674,0001_20230322_083454/vrus/003/track.json
0017,0001_20230322_083454,1679474128200035,vrus,013,person,-1.1425997732535715,0.48652999488658455,0.05443316436745776,vrus,008,scooter,-2.1694539311349472,-0.4336508717666992,0.18726851586968826,0.132835,-1.026854,-0.920181,1.378826,0001_20230322_083454/vrus/008/track.json
